Unnamed: 0,start_time,ambient_temperature,battery_id,test_id,uid,filename,Re,Rct,cycle_number,Rint
76,[2008. 4. 20. 20. 35. 56.187],24,B0005,76,77,00077.csv,0.0444141648591004,0.0688580524121343,19,0.11327221727123471
78,[2008. 4. 20. 22. 16. 35.078],24,B0005,78,79,00079.csv,0.0446645067989457,0.0727868237536811,20,0.1174513305526268
80,[2008. 4. 21. 2. 0. 19.968],24,B0005,80,81,00081.csv,0.0445354459002964,0.0677943469911627,21,0.1123297928914591
82,[2008. 4. 21. 3. 26. 58.453],24,B0005,82,83,00083.csv,0.045021352455558,0.0694040818553967,22,0.1144254343109547
86,[2008. 4. 22. 16. 33. 3.953],24,B0005,86,87,00087.csv,0.0461064656426378,0.0704108330775636,23,0.1165172987202014
88,[2008. 4. 22. 19. 54. 32.265],24,B0005,88,89,00089.csv,0.0464625160005063,0.0699377430233672,24,0.11640025902387349
90,[2008. 4. 22. 21. 24. 34.484],24,B0005,90,91,00091.csv,0.0476673249976311,0.0687014202685642,25,0.1163687452661953
92,[2008. 4. 23. 0. 46. 24.921],24,B0005,92,93,00093.csv,0.0477238545111998,0.0695041754421432,26,0.117228029953343
94,[2008. 4. 23. 2. 16. 8.578],24,B0005,94,95,00095.csv,0.0478676951872586,0.0678285150105384,27,0.115696210197797
96,[2008. 4. 23. 5. 46. 32.890],24,B0005,96,97,00097.csv,0.0469402296332379,0.069661211991841,28,0.1166014416250789
98,[2008. 4. 23. 7. 16. 7.671],24,B0005,98,99,00099.csv,0.0456134190837229,0.0690386303340568,29,0.1146520494177797
100,[2008. 4. 23. 10. 36. 13.156],24,B0005,100,101,00101.csv,0.0470279824320801,0.0711294674960708,30,0.11815744992815089
102,[2008. 4. 23. 12. 5. 30.437],24,B0005,102,103,00103.csv,0.0467288723388305,0.0697112997292194,31,0.11644017206804991
104,[2008. 4. 23. 15. 34. 37.843],24,B0005,104,105,00105.csv,0.0477553802626716,0.0716707961231252,32,0.1194261763857968
106,[2008. 4. 23. 17. 3. 55.484],24,B0005,106,107,00107.csv,0.046916225196282,0.0691334355475146,33,0.1160496607437966
108,[2008. 4. 23. 20. 31. 10.750],24,B0005,108,109,00109.csv,0.0470229394468384,0.0697669618355563,34,0.11678990128239469
110,[2008. 4. 23. 22. 0. 19.218],24,B0005,110,111,00111.csv,0.046604793185003,0.068522152288229,35,0.11512694547323199
112,[2008. 4. 24. 1. 19. 46.171],24,B0005,112,113,00113.csv,0.046245370477528,0.0719248993978976,36,0.1181702698754256
114,[2008. 4. 24. 2. 48. 35.687],24,B0005,114,115,00115.csv,0.0468329399301112,0.0694689689962164,37,0.1163019089263276
116,[2008. 4. 24. 6. 18. 12.171],24,B0005,116,117,00117.csv,0.0461861033675123,0.0719378705603448,38,0.11812397392785709
118,[2008. 4. 24. 7. 46. 53.906],24,B0005,118,119,00119.csv,0.0462413666398642,0.0693491690279701,39,0.11559053566783431
120,[2008. 4. 24. 11. 17. 36.359],24,B0005,120,121,00121.csv,0.0477373701431311,0.0703395836124857,40,0.1180769537556168
122,[2008. 4. 24. 12. 46. 8.171],24,B0005,122,123,00123.csv,0.0494274834363881,0.0695498357572787,41,0.1189773191936668
124,[2008. 4. 24. 16. 14. 7.906],24,B0005,124,125,00125.csv,0.048383341548765,0.0697381270154479,42,0.1181214685642129
126,[2008. 4. 24. 17. 42. 40.796],24,B0005,126,127,00127.csv,0.0474784168879776,0.064882971709559,43,0.11236138859753661
128,[2008. 4. 24. 21. 6. 22.828],24,B0005,128,129,00129.csv,0.0480375100392994,0.0701251142477667,44,0.1181626242870661
130,[2008. 4. 24. 22. 34. 45.921],24,B0005,130,131,00131.csv,0.047703621105183,0.0685981303777479,45,0.1163017514829309
132,[2008. 4. 25. 1. 57. 7.593],24,B0005,132,133,00133.csv,0.0480869600733819,0.0697134641311117,46,0.1178004242044936
136,[2008. 4. 25. 21. 0. 31.421],24,B0005,136,137,00137.csv,0.0481510465595772,0.0677220781982593,47,0.11587312475783651
138,[2008. 4. 26. 0. 32. 46.968],24,B0005,138,139,00139.csv,0.0475472817403881,0.073180098911682,48,0.12072738065207012
140,[2008. 4. 26. 2. 0. 52.359],24,B0005,140,141,00141.csv,0.0475901338231921,0.0691427287466927,49,0.1167328625698848
142,[2008. 4. 26. 5. 25. 46.234],24,B0005,142,143,00143.csv,0.0476409209894885,0.0716524732655295,50,0.119293394255018
144,[2008. 4. 26. 6. 53. 34.171],24,B0005,144,145,00145.csv,0.0476402406175778,0.0689827792391044,51,0.11662301985668219
146,[2008. 4. 26. 10. 26. 36.718],24,B0005,146,147,00147.csv,0.0484243695317731,0.0724998374901,52,0.12092420702187309
150,[2008. 4. 29. 13. 12. 54.375],24,B0005,150,151,00151.csv,0.0489338618553407,0.0679599018011362,53,0.11689376365647691
152,[2008. 4. 29. 16. 33. 38.281],24,B0005,152,153,00153.csv,0.0494307456487187,0.0701407541984291,54,0.11957149984714781
154,[2008. 4. 29. 18. 2. 21.296],24,B0005,154,155,00155.csv,0.0493230071767182,0.068956429145285,55,0.1182794363220032
156,[2008. 4. 29. 21. 28. 15.140],24,B0005,156,157,00157.csv,0.0497482254301438,0.0711299384497784,56,0.1208781638799222
158,[2008. 4. 29. 22. 56. 30.656],24,B0005,158,159,00159.csv,0.0491220287704245,0.0689095684745689,57,0.1180315972449934
160,[2008. 4. 30. 2. 12. 5.609],24,B0005,160,161,00161.csv,0.0498848659447539,0.0719830276512561,58,0.12186789359601
162,[2008. 4. 30. 3. 40. 3.390],24,B0005,162,163,00163.csv,0.0478594492467187,0.0697725560852867,59,0.1176320053320054
164,[2008. 4. 30. 7. 9. 52.656],24,B0005,164,165,00165.csv,0.0492163809321789,0.0714637439793728,60,0.1206801249115517
166,[2008. 4. 30. 8. 37. 42.406],24,B0005,166,167,00167.csv,0.0488722901342319,0.0687680915386681,61,0.1176403816729
168,[2008. 4. 30. 11. 56. 59.203],24,B0005,168,169,00169.csv,0.0499459389365634,0.0708870426164587,62,0.1208329815530221
170,[2008. 4. 30. 13. 24. 39.734],24,B0005,170,171,00171.csv,0.0482964391953501,0.0673151471016695,63,0.11561158629701959
172,[2008. 4. 30. 16. 48. 25.875],24,B0005,172,173,00173.csv,0.0489696051479402,0.0717816850521735,64,0.1207512902001137
174,[2008. 4. 30. 18. 16. 7.250],24,B0005,174,175,00175.csv,0.0481470922660249,0.0684158918231915,65,0.11656298408921639
176,[2008. 4. 30. 21. 43. 3.656],24,B0005,176,177,00177.csv,0.0502293760251405,0.0718319241428618,66,0.12206130016800229
178,[2008. 4. 30. 23. 10. 36.859],24,B0005,178,179,00179.csv,0.0484543002020658,0.0677793505105271,67,0.1162336507125929
180,[2008. 5. 1. 2. 43. 42.562],24,B0005,180,181,00181.csv,0.0497152666250807,0.0713902715439566,68,0.1211055381690373
182,[2008. 5. 1. 4. 11. 7.078],24,B0005,182,183,00183.csv,0.0486802529332838,0.0658344484636432,69,0.11451470139692699
184,[2008. 5. 1. 7. 44. 12.656],24,B0005,184,185,00185.csv,0.0491321660184356,0.0724518691988788,70,0.1215840352173144
186,[2008. 5. 1. 9. 11. 27.593],24,B0005,186,187,00187.csv,0.0499187289835067,0.0687646330950239,71,0.1186833620785306
188,[2008. 5. 1. 12. 42. 34.015],24,B0005,188,189,00189.csv,0.0492096832252982,0.073040250995097,72,0.1222499342203952
190,[2008. 5. 1. 14. 9. 50.640],24,B0005,190,191,00191.csv,0.0494366495395998,0.0689230088556077,73,0.11835965839520751
192,[2008. 5. 1. 17. 39. 20.015],24,B0005,192,193,00193.csv,0.0495063161655938,0.07251082944035,74,0.1220171456059438
194,[2008. 5. 1. 19. 6. 26.859],24,B0005,194,195,00195.csv,0.0494033398878436,0.0686484623872513,75,0.1180518022750949
196,[2008. 5. 1. 22. 38. 24.062],24,B0005,196,197,00197.csv,0.0486517627795967,0.0720176209117095,76,0.1206693836913062
198,[2008. 5. 2. 0. 5. 31.015],24,B0005,198,199,00199.csv,0.0491550198024464,0.0691308686370358,77,0.1182858884394822
200,[2008. 5. 2. 3. 21. 43.218],24,B0005,200,201,00201.csv,0.0491657556837128,0.0731699361800272,78,0.12233569186374
202,[2008. 5. 2. 4. 48. 33.343],24,B0005,202,203,00203.csv,0.0487016128372702,0.0685945550745758,79,0.11729616791184601
204,[2008. 5. 2. 8. 12. 49.328],24,B0005,204,205,00205.csv,0.0492342734208827,0.0727712073374357,80,0.1220054807583184
206,[2008. 5. 2. 9. 39. 40.343],24,B0005,206,207,00207.csv,0.0488567734576694,0.0687157076798943,81,0.11757248113756369
208,[2008. 5. 2. 13. 11. 13.468],24,B0005,208,209,00209.csv,0.0505475864921389,0.0727086679457494,82,0.12325625443788829
210,[2008. 5. 2. 14. 37. 55.109],24,B0005,210,211,00211.csv,0.0506497585783765,0.0685353610479945,83,0.119185119626371
212,[2008. 5. 2. 18. 11. 3.593],24,B0005,212,213,00213.csv,0.0501188147421075,0.0730104108966134,84,0.1231292256387209
216,[2008. 5. 3. 0. 18. 59.734],24,B0005,216,217,00217.csv,0.0491324268769509,0.0693303248319639,85,0.11846275170891479
218,[2008. 5. 3. 3. 41. 16.453],24,B0005,218,219,00219.csv,0.0497925673190261,0.073436503616202,86,0.12322907093522811
220,[2008. 5. 3. 5. 7. 41.812],24,B0005,220,221,00221.csv,0.0496331359162434,0.0688142967101813,87,0.11844743262642471
222,[2008. 5. 3. 8. 38. 27.484],24,B0005,222,223,00223.csv,0.0498653780666,0.0732133898164959,88,0.12307876788309591
224,[2008. 5. 3. 10. 4. 43.296],24,B0005,224,225,00225.csv,0.0489212903564022,0.0688393136276158,89,0.117760603984018
226,[2008. 5. 3. 13. 32. 41.671],24,B0005,226,227,00227.csv,0.0498119327855388,0.074596186052064,90,0.1244081188376028
228,[2008. 5. 3. 14. 58. 49.093],24,B0005,228,229,00229.csv,0.0497512574980347,0.0686389241999605,91,0.1183901816979952
230,[2008. 5. 3. 18. 26. 20.765],24,B0005,230,231,00231.csv,0.0485067348899718,0.0745830977634214,92,0.1230898326533932
232,[2008. 5. 3. 19. 52. 28.578],24,B0005,232,233,00233.csv,0.0491591819629816,0.0690673447997324,93,0.118226526762714
234,[2008. 5. 3. 23. 10. 37.250],24,B0005,234,235,00235.csv,0.0500230742033395,0.0736638387977965,94,0.123686913001136
236,[2008. 5. 4. 0. 36. 36.703],24,B0005,236,237,00237.csv,0.0497080870965655,0.0683000614609565,95,0.11800814855752201
238,[2008. 5. 4. 4. 9. 47.078],24,B0005,238,239,00239.csv,0.0502046904378658,0.0737188582159762,96,0.123923548653842
240,[2008. 5. 4. 5. 35. 36.578],24,B0005,240,241,00241.csv,0.0489506608038353,0.0696326738615232,97,0.1185833346653585
242,[2008. 5. 4. 9. 8. 18.734],24,B0005,242,243,00243.csv,0.0497585734077315,0.0746561776087558,98,0.1244147510164873
244,[2008. 5. 4. 10. 34. 8.906],24,B0005,244,245,00245.csv,0.0498083962553727,0.069022987629394,99,0.1188313838847667
246,[2008. 5. 4. 14. 6. 20.031],24,B0005,246,247,00247.csv,0.0496867550378329,0.0735542582193973,100,0.1232410132572302
248,[2008. 5. 4. 15. 32. 1.953],24,B0005,248,249,00249.csv,0.0505941138997434,0.0685832846047841,101,0.11917739850452751
250,[2008. 5. 4. 19. 5. 14.343],24,B0005,250,251,00251.csv,0.0499500570704977,0.0746229428074614,102,0.1245729998779591
252,[2008. 5. 4. 20. 30. 47.687],24,B0005,252,253,00253.csv,0.0498442104120108,0.0701407010789011,103,0.1199849114909119
254,[2008. 5. 5. 0. 4. 0.250],24,B0005,254,255,00255.csv,0.0502825642512583,0.0736039114233682,104,0.12388647567462649
256,[2008. 5. 5. 1. 29. 24.203],24,B0005,256,257,00257.csv,0.0500627022920359,0.0697911803878999,105,0.1198538826799358
258,[2008. 5. 5. 4. 56. 20.000],24,B0005,258,259,00259.csv,0.0499200778190466,0.074642062777058,106,0.1245621405961046
260,[2008. 5. 5. 6. 21. 44.546],24,B0005,260,261,00261.csv,0.049214459164823,0.0699083630110742,107,0.1191228221758972
262,[2008. 5. 5. 9. 54. 58.250],24,B0005,262,263,00263.csv,0.0500799643501363,0.0754771092928152,108,0.1255570736429515
266,[2008. 5. 5. 21. 33. 38.390],24,B0005,266,267,00267.csv,0.0546921850263593,0.0746459936002273,109,0.12933817862658661
268,[2008. 5. 6. 1. 6. 52.015],24,B0005,268,269,00269.csv,0.0548732021154092,0.0793440364411719,110,0.1342172385565811
270,[2008. 5. 6. 2. 31. 59.093],24,B0005,270,271,00271.csv,0.0541567528107865,0.0750584366774359,111,0.12921518948822242
272,[2008. 5. 6. 6. 5. 11.921],24,B0005,272,273,00273.csv,0.0552404998627662,0.0800235935822896,112,0.1352640934450558
274,[2008. 5. 6. 7. 30. 10.578],24,B0005,274,275,00275.csv,0.0545428097805622,0.0759237919999139,113,0.13046660178047612
276,[2008. 5. 6. 10. 53. 26.531],24,B0005,276,277,00277.csv,0.0550803683287425,0.0804500816192199,114,0.1355304499479624
278,[2008. 5. 6. 12. 18. 26.171],24,B0005,278,279,00279.csv,0.0533986718642586,0.0756288961003857,115,0.1290275679646443
280,[2008. 5. 6. 15. 51. 41.546],24,B0005,280,281,00281.csv,0.0548457849434252,0.0809952791439065,116,0.1358410640873317
282,[2008. 5. 6. 17. 16. 40.109],24,B0005,282,283,00283.csv,0.0554532594769747,0.0748392292244765,117,0.13029248870145121
284,[2008. 5. 6. 20. 49. 54.421],24,B0005,284,285,00285.csv,0.0580894926860419,0.0790061137619081,118,0.13709560644795
286,[2008. 5. 6. 22. 14. 45.453],24,B0005,286,287,00287.csv,0.0570384986405566,0.0744541940566049,119,0.13149269269716152
288,[2008. 5. 7. 1. 45. 30.125],24,B0005,288,289,00289.csv,0.0563999943051261,0.0818149196701257,120,0.13821491397525182
290,[2008. 5. 7. 3. 10. 20.671],24,B0005,290,291,00291.csv,0.0569517725026997,0.0770693559626086,121,0.13402112846530828
292,[2008. 5. 7. 6. 32. 6.906],24,B0005,292,293,00293.csv,0.0571591479145079,0.0808669662369406,122,0.1380261141514485
294,[2008. 5. 7. 7. 56. 39.250],24,B0005,294,295,00295.csv,0.0559586456272992,0.076095696370702,123,0.1320543419980012
296,[2008. 5. 7. 11. 29. 54.546],24,B0005,296,297,00297.csv,0.0569987938629429,0.0825010076441602,124,0.1394998015071031
298,[2008. 5. 7. 12. 54. 18.250],24,B0005,298,299,00299.csv,0.0569901090756038,0.0764828902963887,125,0.1334729993719925
300,[2008. 5. 7. 16. 27. 34.437],24,B0005,300,301,00301.csv,0.057915946777513,0.0817505708315127,126,0.1396665176090257
302,[2008. 5. 7. 17. 51. 59.125],24,B0005,302,303,00303.csv,0.0570007691806397,0.0774112451988569,127,0.1344120143794966
304,[2008. 5. 7. 21. 24. 14.000],24,B0005,304,305,00305.csv,0.0585831887959693,0.0826941645735358,128,0.1412773533695051
306,[2008. 5. 7. 22. 48. 38.750],24,B0005,306,307,00307.csv,0.0572825654297649,0.0769202772121568,129,0.1342028426419217
308,[2008. 5. 8. 2. 21. 54.109],24,B0005,308,309,00309.csv,0.0568441123963582,0.082272625759776,130,0.13911673815613418
310,[2008. 5. 8. 3. 46. 9.968],24,B0005,310,311,00311.csv,0.0589529203196688,0.0773517020399742,131,0.136304622359643
311,[2008. 5. 9. 11. 53. 10.593],24,B0005,311,312,00312.csv,0.0566720346295509,0.0829157329641766,132,0.1395877675937275
313,[2008. 5. 9. 13. 19. 35.703],24,B0005,313,314,00314.csv,0.0582233615105249,0.0761509211548619,133,0.1343742826653868
316,[2008. 5. 9. 21. 21. 3.765],24,B0005,316,317,00317.csv,0.0577983771069902,0.0751897173316691,134,0.1329880944386593
318,[2008. 5. 10. 0. 49. 59.984],24,B0005,318,319,00319.csv,0.058693615611032,0.0809967398338894,135,0.1396903554449214
320,[2008. 5. 10. 2. 14. 42.109],24,B0005,320,321,00321.csv,0.0581005359089264,0.0760463990238758,136,0.13414693493280222
322,[2008. 5. 10. 5. 46. 15.296],24,B0005,322,323,00323.csv,0.0568735509905479,0.080792347724638,137,0.13766589871518592
324,[2008. 5. 10. 7. 10. 49.593],24,B0005,324,325,00325.csv,0.0578193912169896,0.0762079225206609,138,0.1340273137376505
326,[2008. 5. 10. 10. 44. 7.859],24,B0005,326,327,00327.csv,0.0584012267602933,0.0816166339541188,139,0.1400178607144121
328,[2008. 5. 10. 12. 8. 32.875],24,B0005,328,329,00329.csv,0.0572959758556255,0.0760311580801822,140,0.1333271339358077
330,[2008. 5. 10. 15. 39. 59.140],24,B0005,330,331,00331.csv,0.0571392616497832,0.0820304274361046,141,0.1391696890858878
332,[2008. 5. 10. 17. 4. 16.015],24,B0005,332,333,00333.csv,0.0570119156613033,0.077937531010241,142,0.1349494466715443
334,[2008. 5. 10. 20. 35. 57.437],24,B0005,334,335,00335.csv,0.056846750542401,0.0843093490529676,143,0.1411560995953686
336,[2008. 5. 10. 22. 0. 5.781],24,B0005,336,337,00337.csv,0.0573916045757455,0.0773208301126552,144,0.1347124346884007
338,[2008. 5. 11. 1. 33. 24.437],24,B0005,338,339,00339.csv,0.0597145830687632,0.081280778737871,145,0.1409953618066342
340,[2008. 5. 11. 2. 57. 32.984],24,B0005,340,341,00341.csv,0.0566940115944566,0.0775632251844298,146,0.1342572367788864
342,[2008. 5. 11. 6. 23. 30.250],24,B0005,342,343,00343.csv,0.0578764894862572,0.0827621596207595,147,0.1406386491070167
344,[2008. 5. 11. 7. 47. 30.468],24,B0005,344,345,00345.csv,0.0571136365905529,0.0788997342664049,148,0.1360133708569578
346,[2008. 5. 11. 11. 20. 49.578],24,B0005,346,347,00347.csv,0.0571060525925708,0.0838933915955351,149,0.1409994441881059
348,[2008. 5. 11. 12. 44. 40.703],24,B0005,348,349,00349.csv,0.0584106740410329,0.0778794279816579,150,0.1362901020226908
350,[2008. 5. 11. 16. 18. 0.812],24,B0005,350,351,00351.csv,0.0583244011522277,0.0823356083860003,151,0.140660009538228
352,[2008. 5. 11. 17. 41. 53.265],24,B0005,352,353,00353.csv,0.057206589538471,0.0781418167018895,152,0.13534840624036049
354,[2008. 5. 11. 21. 15. 14.843],24,B0005,354,355,00355.csv,0.0585398872773731,0.0825995740858869,153,0.14113946136326
356,[2008. 5. 11. 22. 38. 57.843],24,B0005,356,357,00357.csv,0.0568695950036647,0.0785197111729298,154,0.1353893061765945
358,[2008. 5. 12. 2. 5. 0.703],24,B0005,358,359,00359.csv,0.0576100022715738,0.0836176940705274,155,0.1412276963421012
360,[2008. 5. 12. 3. 28. 34.484],24,B0005,360,361,00361.csv,0.0575892775490864,0.0785848385140241,156,0.1361741160631105
362,[2008. 5. 12. 12. 24. 36.453],24,B0005,362,363,00363.csv,0.0568774408378622,0.0845362995717969,157,0.1414137404096591
364,[2008. 5. 12. 13. 48. 19.890],24,B0005,364,365,00365.csv,0.058412257957184,0.0781662290360033,158,0.1365784869931873
367,[2008. 5. 12. 19. 51. 52.953],24,B0005,367,368,00368.csv,0.0589828557974607,0.0784086979147182,159,0.1373915537121789
369,[2008. 5. 12. 23. 21. 19.078],24,B0005,369,370,00370.csv,0.0601978908480714,0.0837734664524804,160,0.1439713573005518
371,[2008. 5. 13. 0. 44. 53.250],24,B0005,371,372,00372.csv,0.0584328149625365,0.0787861210634423,161,0.1372189360259788
373,[2008. 5. 13. 4. 3. 26.640],24,B0005,373,374,00374.csv,0.0598835241626575,0.0836115676360818,162,0.1434950917987393
375,[2008. 5. 13. 5. 26. 51.781],24,B0005,375,376,00376.csv,0.0608167592956564,0.080383887783223,163,0.14120064707887942
377,[2008. 5. 13. 8. 52. 5.890],24,B0005,377,378,00378.csv,0.0588751204970558,0.0837056242203838,164,0.1425807447174396
379,[2008. 5. 13. 10. 15. 2.906],24,B0005,379,380,00380.csv,0.058641305762534,0.0785632759961348,165,0.1372045817586688
381,[2008. 5. 13. 13. 48. 25.875],24,B0005,381,382,00382.csv,0.0584451859295269,0.0843513765148262,166,0.1427965624443531
383,[2008. 5. 13. 15. 11. 42.234],24,B0005,383,384,00384.csv,0.0592571128269388,0.0800274325258343,167,0.1392845453527731
385,[2008. 5. 13. 18. 32. 21.281],24,B0005,385,386,00386.csv,0.0605512105499778,0.0832805147674182,168,0.143831725317396
387,[2008. 5. 13. 19. 55. 29.859],24,B0005,387,388,00388.csv,0.0587780177142386,0.0791833754695021,169,0.1379613931837407
389,[2008. 5. 13. 23. 27. 26.625],24,B0005,389,390,00390.csv,0.0599502558921759,0.0831904359131708,170,0.1431406918053467
391,[2008. 5. 14. 0. 50. 35.390],24,B0005,391,392,00392.csv,0.0583522776975031,0.0796471041873536,171,0.1379993818848567
393,[2008. 5. 14. 4. 23. 57.968],24,B0005,393,394,00394.csv,0.0595650130368422,0.0848701138092932,172,0.1444351268461354
395,[2008. 5. 14. 5. 46. 58.078],24,B0005,395,396,00396.csv,0.0589381873175043,0.0795379206555901,173,0.1384761079730944
397,[2008. 5. 14. 9. 20. 22.000],24,B0005,397,398,00398.csv,0.05985334901025,0.0847391766373357,174,0.1445925256475857
399,[2008. 5. 14. 10. 43. 12.953],24,B0005,399,400,00400.csv,0.0584896827626018,0.0796437054686623,175,0.1381333882312641
401,[2008. 5. 14. 14. 3. 22.750],24,B0005,401,402,00402.csv,0.0587454802930831,0.0871172135034907,176,0.1458626937965738
403,[2008. 5. 14. 15. 26. 13.546],24,B0005,403,404,00404.csv,0.061340607558881,0.0773366502429688,177,0.1386772578018498
405,[2008. 5. 14. 18. 59. 38.890],24,B0005,405,406,00406.csv,0.0608376708448938,0.0849090277748801,178,0.1457466986197739
407,[2008. 5. 14. 20. 22. 30.640],24,B0005,407,408,00408.csv,0.0583427179433439,0.0799424615933393,179,0.1382851795366832
409,[2008. 5. 14. 23. 55. 55.406],24,B0005,409,410,00410.csv,0.0599376278681594,0.0847995018360561,180,0.14473712970421548
411,[2008. 5. 15. 1. 18. 37.890],24,B0005,411,412,00412.csv,0.0597953422651675,0.0796468273470384,181,0.1394421696122059
413,[2008. 5. 15. 4. 52. 4.609],24,B0005,413,414,00414.csv,0.0595958869181685,0.0851877517168028,182,0.1447836386349713
415,[2008. 5. 15. 6. 14. 38.093],24,B0005,415,416,00416.csv,0.0592039819796605,0.0800718110518393,183,0.1392757930314998
417,[2008. 5. 15. 9. 48. 3.453],24,B0005,417,418,00418.csv,0.0584007435193973,0.086329382369691,184,0.1447301258890883
419,[2008. 5. 15. 11. 10. 28.328],24,B0005,419,420,00420.csv,0.0613438943933263,0.0798929054274616,185,0.1412367998207879
421,[2008. 5. 15. 14. 38. 58.781],24,B0005,421,422,00422.csv,0.0626050644034527,0.0850211189952597,186,0.14762618339871242
423,[2008. 5. 15. 16. 1. 23.390],24,B0005,423,424,00424.csv,0.0588198618845754,0.0791485479846983,187,0.1379684098692737
425,[2008. 5. 15. 19. 24. 46.593],24,B0005,425,426,00426.csv,0.0611519539173246,0.0848557762027261,188,0.1460077301200507
427,[2008. 5. 15. 20. 47. 12.406],24,B0005,427,428,00428.csv,0.0604624618991758,0.0809266835646679,189,0.14138914546384368
429,[2008. 5. 16. 0. 9. 33.937],24,B0005,429,430,00430.csv,0.0596306011999845,0.0850345675980089,190,0.1446651687979934
433,[2008. 5. 16. 22. 28. 31.078],24,B0005,433,434,00434.csv,0.0616073856822591,0.080201275049143,191,0.14180866073140208
435,[2008. 5. 17. 2. 0. 12.656],24,B0005,435,436,00436.csv,0.060986669920577,0.0858397688242258,192,0.14682643874480278
437,[2008. 5. 17. 3. 22. 47.796],24,B0005,437,438,00438.csv,0.0608027017838498,0.0818525572709485,193,0.1426552590547983
439,[2008. 5. 17. 6. 53. 18.328],24,B0005,439,440,00440.csv,0.0610042570410988,0.0858843611487287,194,0.1468886181898275
441,[2008. 5. 17. 8. 15. 45.265],24,B0005,441,442,00442.csv,0.061470756141698,0.0817075215636596,195,0.1431782777053576
443,[2008. 5. 17. 11. 49. 14.296],24,B0005,443,444,00444.csv,0.0623291478272736,0.0882216113892046,196,0.1505507592164782
445,[2008. 5. 17. 13. 11. 30.687],24,B0005,445,446,00446.csv,0.0621410395185087,0.0817709914625596,197,0.1439120309810683
447,[2008. 5. 17. 16. 43. 35.437],24,B0005,447,448,00448.csv,0.0615027627885515,0.0872699062901812,198,0.1487726690787327
449,[2008. 5. 17. 18. 5. 53.796],24,B0005,449,450,00450.csv,0.0596311497998398,0.0825760057270749,199,0.1422071555269147
451,[2008. 5. 17. 21. 38. 49.296],24,B0005,451,452,00452.csv,0.0614190799483374,0.0872037829252581,200,0.1486228628735955
453,[2008. 5. 17. 23. 0. 48.453],24,B0005,453,454,00454.csv,0.0610835125517299,0.0823999475840748,201,0.1434834601358047
455,[2008. 5. 18. 2. 33. 17.109],24,B0005,455,456,00456.csv,0.0612166514530719,0.0872819262712242,202,0.14849857772429612
457,[2008. 5. 18. 3. 55. 17.546],24,B0005,457,458,00458.csv,0.0614838739971428,0.0826957971668608,203,0.1441796711640036
459,[2008. 5. 18. 7. 28. 48.000],24,B0005,459,460,00460.csv,0.062704070176938,0.0867911180985442,204,0.1494951882754822
461,[2008. 5. 18. 8. 50. 48.718],24,B0005,461,462,00462.csv,0.0617088861822979,0.083291697488554,205,0.1450005836708519
